    INT     ,    INT     ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,        INT        ,        INT        ,     INT      ,     INT      ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,     FLOAT     ,      FLOAT       ,      FLOAT       ,    FLOAT     ,    FLOAT     ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT     ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,      FLOAT       ,      FLOAT       ,   INT    ,      FLOAT       ,      FLOAT       ,      FLOAT       ,      FLOAT       ,      FLOAT       ,      FLOAT       ,     FLOAT      ,     FLOAT      
     -      ,     -      ,      Myr       ,      Myr       ,     Rsol     ,      -       ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Msol     ,     Rsol     ,     Rsol     ,      -       ,      -       ,      -       ,      -       ,    yr^-1     ,    yr^-1     ,    yr^-1     ,    yr^-1     ,         -         ,         -         ,      -       ,      -       ,      Myr       ,      Myr       ,     Lsol     ,     Lsol     ,     Tsol     ,     Tsol     ,Msol*AU^2*yr^-1,Msol*AU^2*yr^-1,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      Myr       ,      -       ,      -       ,      -       ,      -       ,       -       ,       -       ,        -         ,        -         ,      -       ,      -       ,       -        ,       -        ,     Msol     ,     Msol     ,     Msol     ,     Msol     , Msol*AU^2*yr^-1  ,Msol*AU^2*yr^-2,       -        ,       -        ,      -       ,      -       ,      -       ,      -       ,       -        ,       -        ,       -        ,       -        ,        -         ,        -         ,    -     ,      Tesla       ,      Tesla       ,      rad/s       ,      rad/s       ,     rad/s^2      ,     rad/s^2      ,      Myr       ,      Myr       
     ID     ,    SEED    ,       dT       ,      Time      ,  Separation  , Eccentricity , Mass@ZAMS_1  , Mass@ZAMS_2  ,   Mass_0_1   ,   Mass_0_2   ,    Mass_1    ,    Mass_2    ,  Mass_Env_1  ,  Mass_Env_2  , Mass_Core_1  , Mass_Core_2  ,Mass_He_Core_1,Mass_He_Core_2,Mass_CO_Core_1,Mass_CO_Core_2,   Radius_1   ,   Radius_2   ,RocheLobe_1/a ,RocheLobe_2/a , Radius_1/RL  , Radius_2/RL  ,   Omega_1    ,   Omega_2    ,Omega_Break_1 ,Omega_Break_2 ,Stellar_Type@ZAMS_1,Stellar_Type@ZAMS_2,Stellar_Type_1,Stellar_Type_2,     Age_1      ,     Age_2      , Luminosity_1 , Luminosity_2 ,    Teff_1    ,    Teff_2    ,Ang_Momentum_1 ,Ang_Momentum_2 ,Tau_Dynamical_1 ,Tau_Dynamical_2 , Tau_Thermal_1  , Tau_Thermal_2  , Tau_Nuclear_1  , Tau_Nuclear_2  ,Zeta_Thermal_1,Zeta_Thermal_2,Zeta_Nuclear_1,Zeta_Nuclear_2,Zeta_Soberman_1,Zeta_Soberman_2,Zeta_SoberMan_He_1,Zeta_SoberMan_He_2,Zeta_Hurley_1 ,Zeta_Hurley_2 ,Zeta_Hurley_He_1,Zeta_Hurley_He_2,  dmWinds_1   ,  dmWinds_2   ,    dmMT_1    ,    dmMT_2    ,Ang_Momentum_Total, Energy_Total  ,Lambda_Nanjing_1,Lambda_Nanjing_2, Loveridge_1  , Loveridge_2  ,Kruckow_Top_1 ,Kruckow_Top_2 ,Kruckow_Middle_1,Kruckow_Middle_2,Kruckow_Bottom_1,Kruckow_Bottom_2,Metallicity@ZAMS_1,Metallicity@ZAMS_2,MT_History,Pulsar_Mag_Field_1,Pulsar_Mag_Field_2,Pulsar_Spin_Freq_1,Pulsar_Spin_Freq_2,Pulsar_Spin_Down_1,Pulsar_Spin_Down_2,  Tau_Radial_1  ,  Tau_Radial_2  
           3,           0,  0.00000000e+00,  0.00000000e+00,  7.311089e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.360000e+01,  2.780000e+01,  6.360000e+01,  2.780000e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.588816e+00,  5.424127e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  0.00000000e+00,  0.00000000e+00,  5.455743e+05,  9.332892e+04,  9.273567e+00,  7.504800e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      2.142635e+03,  -1.026485e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07648327e-05,  4.07648327e-05,  7.311089e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.360000e+01,  2.780000e+01,  6.360000e+01,  2.780000e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.588845e+00,  5.424139e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  4.07648327e-05,  4.07648327e-05,  5.455767e+05,  9.332918e+04,  9.273562e+00,  7.504797e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,      2.142635e+03,  -1.026485e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07648344e-02,  4.08055993e-02,  7.311090e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.359999e+01,  2.780000e+01,  6.359999e+01,  2.780000e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.617408e+00,  5.436281e+00,  4.519762e-01,  3.100381e-01,  2.599184e-02,  2.392951e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  4.08055993e-02,  4.08055993e-02,  5.479659e+05,  9.359660e+04,  9.268300e+00,  7.501776e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.285309e-06, -4.620094e-07,  0.000000e+00,  0.000000e+00,      2.142635e+03,  -1.026485e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07665977e-02,  8.15721970e-02,  7.311635e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.359364e+01,  2.779953e+01,  6.359364e+01,  2.779953e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.645662e+00,  5.448399e+00,  4.519762e-01,  3.100381e-01,  2.607828e-02,  2.398307e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  8.15739620e-02,  8.15728297e-02,  5.503033e+05,  9.386355e+04,  9.262994e+00,  7.498766e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.352478e-03, -4.648871e-04,  0.000000e+00,  0.000000e+00,      2.142545e+03,  -1.026289e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07683802e-02,  1.22340577e-01,  7.312186e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.358722e+01,  2.779907e+01,  6.358722e+01,  2.779907e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.674077e+00,  5.460550e+00,  4.519688e-01,  3.100447e-01,  2.616226e-02,  2.403422e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  1.22345909e-01,  1.22342483e-01,  5.526920e+05,  9.413377e+04,  9.257829e+00,  7.495803e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.419930e-03, -4.677991e-04,  0.000000e+00,  0.000000e+00,      2.142454e+03,  -1.026091e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07701822e-02,  1.63110759e-01,  7.312743e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.358073e+01,  2.779860e+01,  6.358073e+01,  2.779860e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.702688e+00,  5.472736e+00,  4.519613e-01,  3.100513e-01,  2.624670e-02,  2.408549e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  1.63121499e-01,  1.63114586e-01,  5.551325e+05,  9.440729e+04,  9.252785e+00,  7.492886e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.488978e-03, -4.707571e-04,  0.000000e+00,  0.000000e+00,      2.142362e+03,  -1.025890e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07720044e-02,  2.03882764e-01,  7.313306e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.357417e+01,  2.779812e+01,  6.357417e+01,  2.779812e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.731532e+00,  5.484962e+00,  4.519538e-01,  3.100581e-01,  2.633171e-02,  2.413688e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  2.03900794e-01,  2.03889168e-01,  5.576254e+05,  9.468414e+04,  9.247842e+00,  7.490012e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.559685e-03, -4.737615e-04,  0.000000e+00,  0.000000e+00,      2.142269e+03,  -1.025688e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
           3,           0,  4.07738472e-02,  2.44656611e-01,  7.313875e+02,  0.000000e+00,  6.360000e+01,  2.780000e+01,  6.356754e+01,  2.779765e+01,  6.356754e+01,  2.779765e+01,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.760646e+00,  5.497229e+00,  4.519461e-01,  3.100649e-01,  2.641740e-02,  2.418841e-02,  0.000000e+00,  0.000000e+00,  6.277160e+03,  8.269175e+03,                  1,                  1,             1,             1,  2.44683857e-01,  2.44666258e-01,  5.601713e+05,  9.496433e+04,  9.242983e+00,  7.487179e+00,   0.000000e+00,   0.000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,   0.000000e+00,   0.000000e+00,      0.000000e+00,      0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00, -6.632113e-03, -4.768132e-04,  0.000000e+00,  0.000000e+00,      2.142176e+03,  -1.025484e+04,    0.000000e+00,    0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,    0.000000e+00,      1.000000e-03,      1.000000e-03,         0,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,      0.000000e+00,  0.00000000e+00,  0.00000000e+00
